        ID   English  Calculus   Physics Chemistry
     06589      54.5      52.2      65.3       6.2
     06590      30.8      72.2       4.5      63.8
     06591      47.4      31.7      59.5      89.5
     06592      78.4      66.4      41.5      73.6
     06593      77.8      14.4      90.7      23.6
     06594      75.5      17.5      62.3      18.4
     06595      18.6      22.3      45.1      12.5
     06596      47.6      49.3      38.6       9.4
     06597      71.2      87.7      30.7      36.9
     06598      43.9      63.6      13.4      37.8
     06599       1.0      25.6      34.6      35.5
     06600       6.4      61.5      95.3       9.3
     06601      71.1      69.0      64.6      72.3
     06602      10.4      83.3      86.6      67.5
     06603      19.8      78.9      48.3      41.9
     06604       4.2      97.7      69.7      35.8
     06605       1.9      56.7      86.1      54.0
     06606      18.4      31.1      85.3      90.4
     06607      91.7       6.8      67.6      50.7
     06608      22.3      86.5      64.3      49.6
     06609      24.5      90.3      55.6      16.2
     06610      60.6      41.6      47.3      50.8
     06611      35.0      48.8      36.6      84.7
     06612      52.1      69.5      52.1       4.7
     06613      21.1      64.3      64.7       3.3
     06614      63.6      16.9      27.2      84.6
     06615      75.6      74.3       8.6      55.9
     06616      62.0      42.0      64.2       0.4
     06617      39.4      21.5      51.0      46.8
     06618      71.3      34.4       4.4      32.5
     06619      95.2      78.2      68.5      58.5
     06620      32.5      90.3      61.6      46.7
     06621      98.3      24.6      46.4      34.8
     06622      90.2      69.3      86.8      44.8
     06623      63.2      27.3      28.3      35.3
     06624      40.4       6.9      66.2      11.9
     06625      46.1      93.6      40.1      52.6
     06626      53.8      62.8      97.9      85.6
     06627      38.5      38.1      68.9      26.3
     06628      67.1      35.7       9.3      88.2
     06629      29.8      39.6      68.8      12.9
     06630      75.6      95.7       9.0      52.0
     06631       1.3       2.2      72.9      24.9
     06632      54.4      71.1      85.1      84.3
     06633      34.8      75.9      91.2      64.8
     06634      59.3      31.5      51.9      73.0
     06635      38.5      55.2      62.4      90.6
     06636      72.9      72.8      85.4      55.0
     06637      69.4       9.2      73.3      16.1
     06638      17.5      23.5      15.7      66.1
     06639      46.8      22.6      78.7      19.6
     06640       1.3      40.2      68.8      42.3
     06641       0.8      58.2       1.9      48.4
     06642      10.2       8.1      23.3      57.7
     06643      85.5      13.0       3.1       8.1
     06644      26.5      76.2      99.9      38.8
     06645      46.6      16.2      69.7      61.4
     06646       1.5      82.6      38.6      13.1
     06647      69.3       1.8      98.6       3.9
     06648      53.8      90.0      15.4      24.4
     06649      18.2      83.5       5.6      54.2
     06650       4.8      93.4      41.2      81.4
     06651       7.0      81.6      61.1      60.7
     06652      47.0       8.2      52.2      61.2
     06653      62.7      27.8      14.9      49.3
     06654      88.3      28.1      20.6      34.3
     06655      64.6      44.4      99.1      41.6
     06656      86.2      71.5      74.5      41.5
     06657      41.7      43.9      52.2      73.4
     06658      31.3      63.1       9.4      82.8
     06659      76.5      20.7      90.3      45.6
     06660      34.0      92.6      96.7      84.5
     06661       2.1      89.5      29.3      63.4
     06662       3.3      65.9      89.4      71.0
     06663      97.8      24.8      38.4      52.7
     06664      43.7      79.2      28.2      28.9
     06665      14.6      94.1      18.1      53.7
     06666      54.1      93.7      90.5      94.6
     06667      23.7      91.2      11.6      77.9
     06668      17.2      59.3      70.4      65.4
     06669      26.4      27.1      30.6      46.9
     06670      96.1      33.4       1.3       1.8
     06671      53.0      85.8      13.8      64.3
     06672      62.6      99.1      39.6      39.8
     06673       2.0      62.9      38.4      19.3
     06674      42.2      81.2      99.6       2.3
     06675      50.0      42.4      60.8      54.2
     06676      79.5      68.7      40.2      97.6
     06677      40.9      95.7      35.2      73.1
     06678      37.6      73.6      50.8      80.1
     06679      72.6      22.7      62.3      27.1
     06680      76.1      56.9      31.5      10.7
     06681      87.1       2.3      56.8      99.1
     06682      41.0      44.8      77.7      64.3
     06683      79.8      32.8      95.6      27.3
     06684      18.9      99.1       2.6      50.3
     06685       0.5      28.9      66.5      49.1
     06686      56.2       1.9      44.4      66.1
     06687      76.3       2.4      36.1      96.9
     06688      88.8      60.7      47.0       9.1
     06689      17.0      31.4      78.6      73.1
     06690      14.5      28.2      97.1      45.7
     06691      41.4      59.1      92.1      58.5
     06692      80.3      37.3      41.3      80.9
     06693      80.6      72.9      67.6      13.7
     06694       9.3      88.7      80.6      43.7
     06695      50.0      11.8      61.0      16.5
     06696      26.8      50.9      53.8      56.9
     06697      81.8      73.3      80.2      61.8
     06698      40.7       4.9      97.6      42.7
     06699      85.2      72.0      84.0      39.5
     06700       1.0      17.3      42.7      36.5
     06701      55.5      56.3      87.2      57.3
     06702      48.3      81.7      79.5       5.6
     06703      65.5      57.7       1.1      26.2
     06704      85.0      98.7      69.6       8.6
     06705      74.2      20.9      64.6      58.6
     06706      28.9      25.1      67.7       2.1
     06707      83.2      30.7      90.3      11.0
     06708       9.7      70.2      12.1      23.5
     06709       3.7      83.9      82.2      48.5
     06710      47.3      27.8      60.2      90.4
     06711      21.9      77.1      32.1      31.5
     06712      97.2      93.7      88.0      25.5
     06713      60.5      43.6       2.2      80.8
     06714      98.5      91.9      88.5      32.0
     06715      61.5      30.4      72.5      48.4
     06716      70.0      34.4      78.1       9.8
     06717      25.8      17.9      81.4      12.5
     06718      40.4      98.4      41.7      63.5
     06719      97.9      45.5      16.6      27.9
     06720      91.6      66.3      95.6      57.8
     06721      47.8       8.2      78.5      32.4
     06722       1.2      60.4       9.4      71.7
     06723      55.5       7.7      41.9      95.3
     06724      18.2      74.4      38.2      78.9
     06725      78.1      32.7      74.0      35.0
     06726      43.4      61.3      72.3      11.2
     06727      93.2      80.5      12.4      25.7
     06728      10.9      92.7      95.6      95.4
     06729      72.7      29.3       7.7      24.3
     06730      42.9      71.9      60.0      43.0
     06731      94.8       1.4      76.2      63.6
     06732       8.6      69.5      94.3       3.5
     06733      42.4      69.8      55.8      23.5
     06734      39.9       5.0      60.9      14.1
     06735      13.8      57.5      49.9      44.0
     06736      17.6      10.9      35.4      77.2
     06737      92.7      46.5      46.3      24.4
     06738      65.0      42.8      46.4       7.9
     06739      55.3      10.9       6.9      71.2
     06740      12.3      95.0      53.0      46.7
     06741      94.6       6.7      29.2      93.4
     06742      17.7      50.3      83.8      24.3
     06743      61.8      27.3      50.7      91.5
     06744      81.1      81.1      75.0      49.9
     06745      91.8      19.9      35.6      48.1
     06746       0.0      64.2       5.2      46.5
     06747      53.1      97.1      79.1      81.8
     06748      35.7      83.7      88.6      36.6
     06749      25.1      49.2      81.6      41.0
     06750      70.5      47.5      67.0       6.6
     06751      83.9      67.2      65.2      18.3
     06752      48.7      45.6       1.6      43.4
     06753      21.7      89.6      24.4      74.8
     06754      45.8      63.7      16.4      93.7
     06755      32.4      34.0      50.0      17.7
